,,M_c,q,s1_z,s2_z,iota,d_L,t_c,psi,ra,dec,lambda_1,lambda_2,H_0,v_p,logL,logL_birth,nlive
labels,,$M_c$,$q$,$s_{1z}$,$s_{2z}$,$\iota$,$d_L$,$t_c$,$\psi$,$\alpha$,$\delta$,$\Lambda_1$,$\Lambda_2$,$H_0$,$v_p$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,,,,,,,,,
81,0.0,1.8097351610248062,0.32393390625968915,-0.03685724972927773,-0.034847658798937524,2.642048632635404,56.64810359146069,0.02853531136060669,0.7574801316691042,3.4788822932203978,0.6036307377494198,4159.710732310034,910.9193489828093,232.37347103541276,443.5959009294645,-10284.17528917314,,1419
82,0.0,1.4454291989648964,0.6629859663299048,-0.04181037783514403,0.039412941307260654,2.5767018839244407,59.894725802282686,-0.0869013003430319,0.4086085770100232,3.453117790344943,-0.3847745074956706,3958.723589182154,3310.8431585237795,220.2351965999232,304.15308100874086,-10260.947974797602,,1418
83,0.0,2.1664016792321914,0.5382131079193029,0.00198694947240656,0.0029359016381106384,1.536969160062635,62.47620349717989,0.08672712189974319,3.034005967707244,3.47117101201458,-0.36493191252300966,411.9584199435944,2180.0858600851434,213.53050455742434,283.2289331762049,-10242.008694816594,,1417
84,0.0,1.5965606281984719,0.9163207637288482,0.0031164002508921457,-0.003647270947933358,0.779563748026006,71.41175991069409,0.09020411568273676,2.8672630189983326,3.413875342795244,1.0161562566517472,3054.762461639706,4238.386347200476,180.1076555170744,674.2005442294085,-10086.602410711102,,1416
85,0.0,1.9641144080575614,0.6594361373662703,-0.028145981158109536,-0.03483056969003837,2.2686227119042517,60.42003242562168,0.03149324181092017,0.6593551899086624,3.3982244644324298,0.8854094067391683,3182.1600396144677,2301.416996810879,214.4253129769478,559.5045329392501,-10041.046719707148,,1415
86,0.0,1.6724572000461435,0.20124373901078307,0.011725752912809126,0.03376055524692233,1.4398699116279965,59.725487651180686,-0.0046099045859286925,0.3224193114126489,3.4909937267567535,-0.020172755558108286,3397.2036591249366,3035.0527316492603,216.94764493236687,421.479321114957,-9823.0434787256,,1414
87,0.0,2.0004694400487275,0.27713405634535493,-0.027776737547652086,-0.01305104359257183,1.3858032651614152,73.43140145758896,0.07964982459609002,2.653996539926045,3.4040912688362934,-0.9055096844299262,2009.0216626448475,1624.0748405803674,172.99631143180272,621.6646794818419,-9761.722200549215,,1413
88,0.0,1.222780579277864,0.5578804030749115,-0.01848552742827194,-0.04633319332005033,1.2254004053454604,65.85453671029016,-0.008414687769278603,0.05897842219465816,3.406042224942066,0.6202534052534956,2676.0889934876564,4540.619280162887,211.4539891266966,-568.6813531795165,-9735.55479914012,,1412
89,0.0,1.2597879223822066,0.8768878179459035,-0.030459596716700867,-0.005743705191742984,1.1599706399485108,70.91133507802314,0.02550109959063729,2.2033232451958713,3.4663899906446147,0.5983843421982269,3561.1716123387473,178.86572880576045,178.98860862656016,658.0349973002133,-9715.480808000899,,1411
90,0.0,1.2344740860572374,0.3581763453164162,-0.008744584007110312,0.03621198708897071,0.8095056700131529,60.67588999047254,0.030640460001648995,2.5555141246574165,3.4478543099010244,0.5496440202204204,3652.261022155181,1490.8492250140991,214.62017822421325,299.1738575864681,-9677.203800941441,,1410
